date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:17:27	147436/147436	---M--	200	added ('OK')	image/jpeg	etag:%2223fec-5bd4156aa0e47%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/1.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/1.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:28	125291/125291	---M--	200	added ('OK')	image/jpeg	etag:%221e96b-5bd4156aa122f%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/2.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/2.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:29	144786/144786	---M--	200	added ('OK')	image/jpeg	etag:%2223592-5bd4156aa0e47%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/3.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/3.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:30	41340/41340	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Mar%202021%2012:47:29%20GMT	https://rstheme.com/products/html/braintech/case-studies-style1	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/case-studies-style1	(from https://rstheme.com/products/html/braintech/)
18:17:30	150663/150663	---M--	200	added ('OK')	image/jpeg	etag:%2224c87-5bd4156aa0677%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/4.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/4.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:32	161703/161703	---M--	200	added ('OK')	image/jpeg	etag:%22277a7-5bd4156aa0677%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/5.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/5.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:33	151612/151612	---M--	200	added ('OK')	image/jpeg	etag:%222503c-5bd4156aa0a5f%22	https://rstheme.com/products/html/braintech/assets/images/project/main-home/6.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/project/main-home/6.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:33	38354/38354	---M--	200	added ('OK')	image/png	etag:%2295d2-5bd4156a9f2ef%22	https://rstheme.com/products/html/braintech/assets/images/pricing/main-home/icons/1.png	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/pricing/main-home/icons/1.png	(from https://rstheme.com/products/html/braintech/)
18:17:37	2759/2759	---M--	200	added ('OK')	image/png	etag:%22ac7-5bd4156aa3940%22	https://rstheme.com/products/html/braintech/assets/images/testimonial/main-home/quote2.png	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/testimonial/main-home/quote2.png	(from https://rstheme.com/products/html/braintech/)
18:17:38	8028/8028	---M--	200	added ('OK')	image/jpeg	etag:%221f5c-5bd4156aa4110%22	https://rstheme.com/products/html/braintech/assets/images/testimonial/main-home/1.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/testimonial/main-home/1.jpg	(from https://rstheme.com/products/html/braintech/)
18:17:39	6854/6854	---M--	200	added ('OK')	image/jpeg	etag:%221ac6-5bd4156aa4110%22	https://rstheme.com/products/html/braintech/assets/images/testimonial/main-home/2.jpg	/home/codingkrills/websites//braintech/rstheme.com/products/html/braintech/assets/images/testimonial/main-home/2.jpg	(from https://rstheme.com/products/html/braintech/)
